Bwd Packet Length Mean,Bwd Packet Length Std,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Min,Bwd IAT Std,Bwd Packets/s,Avg Packet Size,Avg Bwd Segment Size,Subflow Bwd Packets,Label
0,0,105000000,21000000,521,72300000,0.028514864,58.444443,0,3,4
83.181816,217.28574,11500000,573876,327,847069.94,2.471147,88.01852,83.181816,33,1
44.666668,72.23111,66333,22111,94,44795.92,45.226357,48.57143,44.666668,3,1
0,0,115038,38346,4,0,0,7.5,0,0,3
12.533334,14.54975,6372586,796573.25,4,1277579.6,1.6368594,12.333333,12.533334,15,1
12.533334,14.54975,7059856,882482,2,1459815.5,1.4370363,12.375,12.533334,15,1
44.666668,72.23111,66502,22167.334,77,44950.777,45.111423,48.57143,44.666668,3,1
12.533334,14.54975,5652664,706583,3,1173535.4,1.7805685,12.083333,12.533334,15,1
2,0,544,544,544,0,1838.2354,4,2,1,5
1932.5,2179.547,98800000,19800000,1,3518.8735,0.06072891,995,1932.5,6,4
12.533334,14.54975,6170191,771273.9,48,1283028.1,1.6309739,12.833333,12.533334,15,1
12.533334,14.54975,6805237,850654.6,219,1380808.5,1.5165817,12.583333,12.533334,15,1
85.78125,220.24059,9839700,491985,586,726797.44,2.8167715,89.679245,85.78125,32,1
2,0,674,674,674,0,1483.6796,4,2,1,5
6,0,996480,498240,497279,1158.241,3.00903,3,6,3,1
0,0,986,246.5,2,0,0,0,0,0,4
0,0,0,0,0,0,25000,24,0,1,1
1656.4286,2946.234,99900000,20000000,1,40800000,0.06997213,922,1656.4286,7,4
85.78125,220.24059,11600000,581731.6,314,897806.06,2.2959397,89.679245,85.78125,32,1
12.533334,14.54975,5959750,744968.75,250,1179316,1.6984488,12.375,12.533334,15,1
1656.4286,1947.6382,98600000,24600000,6,8133.324,0.07098609,994.6667,1656.4286,7,4
12.533334,14.54975,6796670,849583.75,3,1306171.4,1.6197716,12.291667,12.533334,15,1
12.533334,14.54975,5826550,728318.75,3,1210066.6,1.7264568,12.041667,12.533334,15,1
12.533334,14.54975,6295896,786987,314,1196168.1,1.7322924,11.958333,12.533334,15,1
6,0,0,0,0,0,20000,5,6,1,5
102,0,3,3,3,0,39.79862,82.5,102,2,0
12.533334,14.54975,6183707,772963.4,4,1248167.8,1.6750515,11.958333,12.533334,15,1
0,0,5275878,1318969.5,3,0,0,7.2,0,0,3
6,0,1002322,501161,493779,10562.054,2.9908628,3,6,3,1
83.181816,217.28574,11100000,585660.5,230,833721.6,2.5399182,89.679245,83.181816,33,1
6,0,0,0,0,0,7575.758,3,6,1,5
0,0,229,229,229,0,4366.812,9.333333,0,1,1
1656.4286,1760.5973,98100000,19600000,1,40100000,0.0713022,920.9231,1656.4286,7,4
2,0,738,738,738,0,1355.0135,4,2,1,5
0,0,119000000,17000000,3,0,0.016783377,0,0,2,4
12.533334,14.54975,5747393,718424.1,3,1240446.1,1.697335,12.208333,12.533334,15,1
0,0,516,258,18,0,1937.9845,12,0,1,1
0,0,661,661,661,0,0,9,0,0,0
12.533334,14.54975,6107770,763471.25,3,1267672.5,1.6501106,12.166667,12.533334,15,1
86,0,49,49,49,0,54.958645,76.75,86,2,0
1933.5,1757.7899,15498,7749,344,420014.38,6.2576656,1291.8889,1933.5,6,3
0,0,5072406,2536203,819,0,0.1971451,0,0,1,2
1932.5,1754.8314,85400000,14200000,214,105674.945,0.07016533,952.38464,1932.5,6,4
0,0,8648791,2162197.8,4,0,0,7.2,0,0,3
85.78125,220.24059,9831742,491587.1,417,764504.3,2.7181928,89.679245,85.78125,32,1
85.78125,220.24059,9950807,497540.34,526,727034.2,2.8279305,89.679245,85.78125,32,1
85.78125,220.24059,8553621,427681.06,273,683345.9,3.0073926,89.679245,85.78125,32,1
6,0,77000000,77000000,77000000,0,0.02596965,4,6,2,5
0,0,0,0,0,0,14285.714,0,0,1,1
85.78125,220.24059,8976301,448815.06,273,765513.4,2.7635856,89.679245,85.78125,32,1
1933.5,2189.773,13316,6658,147,218402.69,11.875567,1291.8889,1933.5,6,3
88.548386,223.315,9519668,432712.2,237,759616.56,2.6520867,88.01852,88.548386,31,1
0,0,0,0,0,0,19607.844,0,0,1,5
111,0,0,0,0,0,2331.0024,101.5,111,1,0
12.533334,14.54975,5375256,671907,3,1103290.9,1.8902019,12.083333,12.533334,15,1
12.533334,14.54975,5310168,663771,3,1137983.1,1.8344953,12.458333,12.533334,15,1
85.78125,220.24059,9900343,495017.16,533,825075.06,2.534598,89.679245,85.78125,32,1
85.78125,220.24059,11300000,565155.94,572,927106,2.2724872,89.679245,85.78125,32,1
12.533334,14.54975,6174681,771835.1,11,1260431.2,1.6589633,12.208333,12.533334,15,1
339.61905,679.36365,60900000,4682056.5,326,4713489.5,0.34289783,597.74286,339.61905,21,0
85.78125,220.24059,10900000,544739.06,607,833619.94,2.4667938,89.679245,85.78125,32,1
6,0,0,0,0,0,6756.757,3,6,1,5
0,0,5501644,2750822,702,0,0.18176386,0,0,1,2
0,0,268,268,268,0,3731.3433,9.333333,0,1,1
1449.375,1547.982,99700000,24900000,7,37700000,0.080232024,920.61536,1449.375,8,4
0,0,10000000,3342585,184,0,0,7.5,0,0,3
2,0,676,676,676,0,1479.2899,4,2,1,5
0,0,231,231,231,0,4329.0044,9.333333,0,1,1
0,0,1,1,1,0,0,14,0,0,1
0,0,234,234,234,0,4273.5044,9.333333,0,1,1
12.533334,14.54975,6153222,769152.75,3,1260328.9,1.6659566,11.916667,12.533334,15,1
0,0,226,226,226,0,4424.779,9.333333,0,1,1
0,0,308,308,308,0,3246.7532,9.333333,0,1,1
85.78125,220.24059,10100000,506044,239,833499.2,2.4973745,89.679245,85.78125,32,1
0,0,1216,608,49,0,822.3684,0,0,1,5
44.666668,72.23111,71073,23691,66,48250.137,42.21012,48.57143,44.666668,3,1
44.666668,72.23111,69322,23107.334,20,47246.047,43.276306,48.714287,44.666668,3,1
0,0,939,469.5,3,0,1064.9628,0,0,1,5
12.533334,14.54975,6620424,827553,48,1336363.6,1.5647371,12.208333,12.533334,15,1
44.666668,72.23111,71258,23752.666,38,48489.14,42.100536,48.857143,44.666668,3,1
12.533334,14.54975,5951825,743978.1,3,1285092.9,1.6289037,12.333333,12.533334,15,1
12.533334,14.54975,5595504,699438,2,1207242.9,1.7312726,12.333333,12.533334,15,1
1449.375,1895.881,116000000,19300000,1,43800000,0.06906951,796.8,1449.375,8,4
1932.5,2695.6392,11010,5505,1007,59384.87,40.92211,1321.2222,1932.5,6,4
83.181816,217.28574,9884005,520210.78,475,744824,2.7837672,89.679245,83.181816,33,1
2901.75,5795.5005,793,396.5,143,257135.1,8.95616,1661.8572,2901.75,4,3
88.548386,223.315,10100000,559176,273,798596.44,2.528106,95.06,88.548386,31,1
0,0,226,226,226,0,4424.779,9.333333,0,1,1
12.533334,14.54975,5842330,730291.25,216,1301040.8,1.6412392,12.125,12.533334,15,1
1934.5,2177.345,72500000,10400000,0,62638.695,0.08265504,833.5,1934.5,6,3
0,0,89300000,89300000,89300000,0,0,0,0,0,4
85.78125,220.24059,9556266,434375.72,458,761391.2,2.738759,86.41818,85.78125,32,1
0,0,236,236,236,0,4237.288,9.333333,0,1,1
12.533334,14.54975,5823683,727960.4,4,1323856.6,1.5903814,12.458333,12.533334,15,1
0,0,94600000,94600000,94600000,0,0.010565281,5.3333335,0,1,4
6,0,1011044,505522,501050,5913.534,2.9655962,3,6,3,1
0,0,33,33,33,0,0,14,0,0,1
0,0,5300059,2650029.5,886,0,0.18867715,0,0,1,6
0,0,533966,133491.5,1,0,0,7.2,0,0,3
85.78125,220.24059,11400000,568379.7,439,867805.06,2.3702729,89.679245,85.78125,32,1
83.181816,217.28574,10800000,565909.3,599,809201.25,2.6607206,89.679245,83.181816,33,1
6,0,0,0,0,0,12658.228,3,6,1,5
6,0,0,0,0,0,333333.34,9,6,1,1
35.2,71.08805,50550212,5616690,9782,4925428,0.16581072,36.4,35.2,10,0
2319,2196.7314,100000000,12500000,1,65755.84,0.049957115,848.8571,2319,5,4
0,0,1006,503,48,0,994.03577,0,0,1,5
1932.5,2181.0083,454596,227298,870,203227.34,13.174797,1290.3334,1932.5,6,5
6,0,0,0,0,0,8695.652,5,6,1,5
12.533334,14.54975,5585934,698241.75,4,1341681.5,1.589943,12.083333,12.533334,15,1
12.533334,14.54975,6331824,791478,3,1411991.2,1.4853154,12.375,12.533334,15,1
12.533334,14.54975,6029996,753749.5,4,1353459.5,1.5538377,12.708333,12.533334,15,1
85.78125,220.24059,10800000,492291.22,311,798765.56,2.5747337,86.41818,85.78125,32,1
12.533334,14.54975,5617777,702222.1,215,1173909.1,1.7588551,12.416667,12.533334,15,1
0,0,5774988,2887494,892,0,0.17316054,0,0,1,2
1656.4286,2120.7322,85100000,17000000,1,34700000,0.08214991,919.7692,1656.4286,7,4
85.78125,220.24059,9668269,483413.44,272,817202.2,2.5562398,89.679245,85.78125,32,1
88.548386,223.315,9627964,534886.9,482,745114.44,2.6897163,95.06,88.548386,31,1
6,0,0,0,0,0,1763.6685,3,6,1,5
0,0,490967,163655.67,2,0,0,7.5,0,0,3
12.533334,14.54975,5890926,736365.75,19,1205113.5,1.6941782,12.541667,12.533334,15,1
0,0,5592262,2796131,23502,0,0.17881852,0,0,1,0
6,0,999441,499720.5,499381,142.12846,3.0003,3,6,3,1
46,0,5108580,1277145,3,0,0.19574912,37.833332,46,1,0
120.89474,281.57828,6114814,382175.88,510,728145.44,3.1072083,104.916664,120.89474,19,1
0,0,5093959,2546979.5,944,0,0.19631097,0,0,1,2
0,0,5477182,2738591,723,0,0.18257564,0,0,1,6
88.548386,223.315,11300000,626512.9,273,867201.75,2.3552024,95.06,88.548386,31,1
2320.2,2207.3413,23007,11503.5,2,845234.44,2.903872,1453.375,2320.2,5,3
85.78125,220.24059,10000000,500245.1,327,784869.8,2.694409,89.679245,85.78125,32,1
0,0,5229561,2614780.5,891,0,0.19122064,0,0,1,6
0,0,8011287,8011287,8011287,0,0,55.5,0,0,0
12.533334,14.54975,5914037,739254.6,49,1256732.8,1.6636745,12.208333,12.533334,15,1
0,0,1254,627,48,0,797.4482,0,0,1,5
0,0,0,0,0,0,18518.518,0,0,1,2
0,0,5506513,2753256.5,697,0,0.18160313,0,0,1,2
0,0,5323788,2661894,858,0,0.18783619,0,0,1,6
6,0,0,0,0,0,23255.814,3,6,1,5
0,0,5317966,2658983,692,0,0.18804182,0,0,1,2
0,0,232,232,232,0,4310.3447,9.333333,0,1,1
12.533334,14.54975,5998815,749851.9,143,1249796,1.6741996,12.958333,12.533334,15,1
2320.2,3022.508,25538,12769,396,567070.2,4.276242,1453.375,2320.2,5,3
0,0,36519,36519,36519,0,0,0,0,0,1
88.548386,223.315,9929911,551661.75,187,757027.9,2.6802669,95.06,88.548386,31,1
0,0,273,273,273,0,3663.0037,9.333333,0,1,1
2,0,645,645,645,0,1550.3876,4,2,1,5
0,0,5507745,2753872.5,867,0,0.18156251,0,0,1,6
0,0,887,443.5,4,0,1127.3958,0,0,1,5
0,0,0,0,0,0,19230.77,0,0,1,1
0,0,240,240,240,0,4166.6665,9.333333,0,1,1
0,0,5715405,2857702.5,884,0,0.17496572,0,0,1,2
12.533334,14.54975,5156977,644622.1,23,1147186.8,1.8161213,12.208333,12.533334,15,1
85.78125,220.24059,9959201,497960.06,812,761546.2,2.727975,89.679245,85.78125,32,1
1932.5,3506.0217,82800000,20700000,4,37000000,0.07237254,1085.1818,1932.5,6,4
88.548386,223.315,11300000,628373.25,827,865316.6,2.3345022,95.06,88.548386,31,1
0,0,0,0,0,0,9433.962,0,0,1,2
2,0,596,596,596,0,1677.8523,4,2,1,5
12.533334,14.54975,5993483,749185.4,224,1245505.9,1.6786404,12.25,12.533334,15,1
85.78125,220.24059,11200000,559394.2,273,893217.3,2.3259976,89.679245,85.78125,32,1
85.78125,220.24059,10600000,531857.4,506,786984.4,2.6353457,89.679245,85.78125,32,1
85.78125,220.24059,9891342,494567.1,416,781435.44,2.6371279,89.679245,85.78125,32,1
1399.421,960.83923,458712,22935.6,3,69231.055,41.420326,686.925,1399.421,19,0
3726.6262,2284.0466,119000000,42745.53,0,228878.53,17.725933,1610.1105,3726.6262,2114,1
0,0,290,290,290,0,3448.276,9.333333,0,1,1
0,0,5235931,2617965.5,681,0,0.190988,0,0,1,2
12.533334,14.54975,6025825,753228.1,3,1353376.9,1.5547377,12.375,12.533334,15,1
12.533334,14.54975,6230718,778839.75,3,1345972.4,1.5555615,12.208333,12.533334,15,1
88.548386,223.315,11000000,613850.7,210,872746.8,2.3124301,95.06,88.548386,31,1
12.533334,14.54975,6116652,764581.5,3,1345495.9,1.559242,11.958333,12.533334,15,1
0,0,3009,752.25,1,0,0,0,0,0,4
0,0,4685919,1561973,1,0,0,7.5,0,0,3
0,0,8532787,2844262.2,1,0,0,7.5,0,0,3
0,0,5305982,2652991,893,0,0.18846653,0,0,1,2
85.78125,220.24059,10500000,524908.5,478,808910.7,2.5324225,89.679245,85.78125,32,1
12.533334,14.54975,5763669,720458.6,3,1248599.6,1.7022613,12.25,12.533334,15,1
6,0,996097,498048.5,496898,1429.7699,3.010253,3,6,3,1
83.181816,217.28574,10100000,480415.38,920,742737.56,2.7997875,86.70909,83.181816,33,1
88.548386,223.315,10800000,601585.9,432,844842.7,2.3935237,95.06,88.548386,31,1
85.78125,220.24059,9800165,490008.25,328,733257.94,2.8287473,89.679245,85.78125,32,1
12.533334,14.54975,6607600,825950,1,1331747.2,1.5749215,12.041667,12.533334,15,1
0,0,196,196,196,0,5102.041,9.333333,0,1,1
6,0,1021116,510558,508079,3785.8496,2.9362223,3,6,3,1
12.533334,14.54975,6193006,774125.75,49,1256281.4,1.6686685,12.666667,12.533334,15,1
0,0,251,251,251,0,3984.0637,9.333333,0,1,1
88.548386,223.315,10100000,562989.25,490,812018.25,2.504657,95.06,88.548386,31,1
0,0,246,246,246,0,4065.0408,9.333333,0,1,1
12.533334,14.54975,5636535,704566.9,3,1216173.6,1.6663061,12.125,12.533334,15,1
12.533334,14.54975,4831366,603920.75,1,1199173.4,1.7858969,12.25,12.533334,15,1
85.78125,220.24059,10200000,508603.9,389,790641.3,2.6101964,89.679245,85.78125,32,1
0,0,5303330,2651665,873,0,0.18856077,0,0,1,2
0,0,318,318,318,0,3144.654,9.333333,0,1,1
0,0,5906099,2953049.5,689,0,0.1693165,0,0,1,2
2,0,715,715,715,0,1398.6014,4,2,1,5
6,0,996114,498057,496918,1277.742,3.0104945,3,6,3,1
0,0,215,215,215,0,4651.1626,9.333333,0,1,1
0,0,239,239,239,0,4184.1006,9.333333,0,1,1
85.78125,220.24059,9600718,400029.9,34,749804.3,2.7134724,83.38596,85.78125,32,1
0,0,255,255,255,0,3921.5686,9.333333,0,1,1
85.78125,220.24059,9620647,481032.34,316,754467.44,2.7259343,89.679245,85.78125,32,1
85.78125,220.24059,11700000,583053.5,637,903057.75,2.2735763,89.679245,85.78125,32,1
569.75,1131.5035,29549,14774.5,123,16831.773,66.85944,387.42856,569.75,4,0
0,0,5197465,2598732.5,693,0,0.19240148,0,0,1,2
85.78125,220.24059,11300000,566564.9,367,852494.2,2.409893,89.679245,85.78125,32,1
12.533334,14.54975,5626756,703344.5,226,1107783.1,1.9019624,12.125,12.533334,15,1
0,0,5259763,2629881.5,834,0,0.19012263,0,0,1,2
12.533334,14.54975,5990272,748784,3,1246744.4,1.6793262,12.333333,12.533334,15,1
0,0,141,141,141,0,7092.1987,9.333333,0,1,1
6,0,0,0,0,0,6896.552,3,6,1,5
0,0,21433,5358.25,211,0,0,0,0,0,5
85.78125,220.24059,9979324,498966.2,481,777725.7,2.6600578,89.98113,85.78125,32,1
12.533334,14.54975,6719584,839948,248,1334527,1.5821682,12.166667,12.533334,15,1
12.533334,14.54975,5678161,709770.1,3,1313042.8,1.6088957,12.208333,12.533334,15,1
12.533334,14.54975,6095892,761986.5,222,1194141.6,1.7612693,12.291667,12.533334,15,1
12.533334,14.54975,5746885,718360.6,48,1231670.2,1.6647611,12.416667,12.533334,15,1
0,0,5937445,2968722.5,875,0,0.16842261,0,0,1,6
694.3173,362.80603,33300000,164743.2,887,417220.62,3.1249638,378.37134,694.3173,104,2
0,0,219,219,219,0,4566.21,9.333333,0,1,1
0,0,5827525,2913762.5,872,0,0.17159943,0,0,1,2
83.181816,217.28574,9939705,496985.25,934,738851.06,2.8507574,88.01852,83.181816,33,1
88.548386,223.315,10100000,561461.4,374,796227.06,2.5215466,95.06,88.548386,31,1
12.533334,14.54975,6370412,796301.5,15,1352008.2,1.5245532,12.291667,12.533334,15,1
12.533334,14.54975,5859099,732387.4,3,1267846.4,1.6765501,11.916667,12.533334,15,1
0,0,217,217,217,0,4608.295,9.333333,0,1,1
6,0,0,0,0,0,166666.67,9,6,1,1
12.533334,14.54975,5942142,742767.75,3,1223328.1,1.6979163,12.208333,12.533334,15,1
0,0,1,1,1,0,1000000,9.333333,0,1,1
0,0,5949382,2974691,640,0,0.16808468,0,0,1,6
0,0,196,196,196,0,5102.041,9.333333,0,1,1
85.78125,220.24059,11100000,555972.4,465,812123.1,2.5580225,89.679245,85.78125,32,1
12.533334,14.54975,5508879,688609.9,221,1221445.9,1.716919,12.083333,12.533334,15,1
132,0,4,4,4,0,10362.694,88.5,132,2,0
85.78125,220.24059,10800000,539796.75,491,782545.1,2.6526623,89.679245,85.78125,32,1
0,0,240,240,240,0,4166.6665,9.333333,0,1,1
12.533334,14.54975,5474984,684373,3,1197977.4,1.7467359,12.375,12.533334,15,1
6,0,0,0,0,0,7936.508,5,6,1,5
6,0,0,0,0,0,3058.104,3,6,1,5
0,0,708,354,16,0,1412.4293,0,0,1,5
85.78125,220.24059,10500000,525824.9,230,799589.2,2.5595818,89.679245,85.78125,32,1
6,0,0,0,0,0,18867.924,9,6,1,1
85.78125,220.24059,10200000,465450.03,400,773808.25,2.6424325,86.41818,85.78125,32,1
36.25,61.96975,213507,53376.75,31,121986.14,18.734749,39.88889,36.25,4,1
12.533334,14.54975,5353628,669203.5,48,1188386.1,1.7643172,12.041667,12.533334,15,1
6,0,0,0,0,0,14925.373,9,6,1,1
0,0,197,197,197,0,5076.142,9.333333,0,1,1
42.333332,73.32349,6024533,1506133.2,558,4243869.5,0.4979639,36.875,42.333332,3,5
2321.4,4413.202,529,264.5,3,31490.832,78.164085,1454.125,2321.4,5,3
83.181816,217.28574,11700000,555318.7,231,849125.94,2.4552677,86.41818,83.181816,33,1
85.78125,220.24059,11300000,513004.22,229,888387.2,2.3254888,86.70909,85.78125,32,1
12.533334,14.54975,6387685,798460.6,219,1246098.5,1.690975,12.375,12.533334,15,1
0,0,5978828,2989414,731,0,0.16725686,0,0,1,2
12.533334,14.54975,6420339,802542.4,4,1311722.2,1.5935317,12.333333,12.533334,15,1
12.533334,14.54975,5642927,705365.9,191,1219031.8,1.7157313,12.208333,12.533334,15,1
0,0,5226610,2613305,645,0,0.1913286,0,0,1,2
88.548386,223.315,10900000,604502.75,403,876919.06,2.3434346,95.06,88.548386,31,1
1656.4286,2566.8853,86100000,14300000,985,35000000,0.08124319,882.0714,1656.4286,7,4
0,0,5338311,2669155.5,692,0,0.18732516,0,0,1,2
12.533334,14.54975,6871922,858990.25,48,1417973.2,1.4770904,12.291667,12.533334,15,1
83.181816,217.28574,10800000,567701.6,508,832590.44,2.5765576,89.679245,83.181816,33,1
6,0,999451,499725.5,499418,470.226,3.000375,3,6,3,1
12.533334,14.54975,6511396,813924.5,233,1363435.9,1.5338537,12.208333,12.533334,15,1
116.86842,268.04337,14000000,538764,1,909311.44,2.370611,111.76923,116.86842,38,1
1929.3334,2180.3862,1879,375.8,48,251.55179,3193.1877,969.8333,1929.3334,6,5
85.78125,220.24059,10100000,503078.9,551,745658.1,2.8227665,89.679245,85.78125,32,1
12.533334,14.54975,5744150,718018.75,17,1194704.8,1.7046807,12.75,12.533334,15,1
0,0,5570816,2785408,873,0,0.17950691,0,0,1,6
6,0,0,0,0,0,1000000,9,6,1,1
85.78125,220.24059,11200000,559846.6,363,843656.7,2.5070248,89.98113,85.78125,32,1
12.533334,14.54975,6245107,780638.4,227,1300624.6,1.610517,11.916667,12.533334,15,1
12.533334,14.54975,5866484,733310.5,3,1316504.9,1.5961373,12.208333,12.533334,15,1
694.0673,362.57062,34100000,168969.02,701,450095.75,3.0468159,378.14008,694.0673,104,2
12.533334,14.54975,5670099,708762.4,244,1140814.1,1.827976,12.291667,12.533334,15,1
6,0,0,0,0,0,45454.547,9,6,1,1
12.533334,14.54975,6217174,777146.75,3,1295766.1,1.6152476,12.25,12.533334,15,1
83.181816,217.28574,10700000,532500.6,341,766927.44,2.7350914,88.01852,83.181816,33,1
12.533334,14.54975,6056059,757007.4,213,1244160.6,1.6792978,12,12.533334,15,1
12.533334,14.54975,6024799,753099.9,49,1246144,1.6719804,12.625,12.533334,15,1
2320.2,3022.508,4984,2492,369,440799.4,5.6226144,1453.375,2320.2,5,3
83.181816,217.28574,10100000,533049.5,402,746179.9,2.7991898,89.679245,83.181816,33,1
2,0,539,539,539,0,1855.2876,4,2,1,5
1932.5,3384.303,9007,4503.5,995,23060.082,95.906395,1327.8889,1932.5,6,4
2320.2,2436.833,22043,11021.5,2,379068.9,6.341243,1453.375,2320.2,5,3
85.78125,220.24059,10700000,536294.9,487,813007.25,2.536244,89.679245,85.78125,32,1
12.533334,14.54975,6431224,803903,3,1254118.9,1.6812613,12.25,12.533334,15,1
12.533334,14.54975,7052123,881515.4,225,1373346.8,1.5379314,12.416667,12.533334,15,1
0,0,5381794,2690897,873,0,0.18581164,0,0,1,6
44.666668,72.23111,61629,20543,71,41693.137,48.678383,48.714287,44.666668,3,1
6,0,993289,496644.5,495634,1405.0211,3.018625,3,6,3,1
1656.4286,1760.5973,85000000,14200000,1,34700000,0.0821933,856.0714,1656.4286,7,4
0,0,568,284,49,0,1760.5634,0,0,1,5
12.533334,14.54975,6628734,828591.75,42,1356349.4,1.5430529,12.25,12.533334,15,1
12.533334,14.54975,6241779,780222.4,3,1254094.2,1.6715779,12.416667,12.533334,15,1
12.533334,14.54975,5767255,720906.9,4,1245217.9,1.6788123,12.583333,12.533334,15,1
0,0,624,312,37,0,1602.5641,0,0,1,5
6,0,1046306,523153,517406,7940.102,2.865929,3,6,3,1
0,0,269,269,269,0,3717.4722,9.333333,0,1,1
12.533334,14.54975,6352610,794076.25,218,1268674.2,1.6470358,12.083333,12.533334,15,1
1277.25,1966.0956,1629049,148095.36,195,18549.793,4.9108405,618.15,1277.25,8,2
0,0,689,689,689,0,0,0,0,0,4
12.533334,14.54975,6155480,769435,16,1251736,1.6743327,12.333333,12.533334,15,1
2,0,575,575,575,0,1739.1305,4,2,1,5
6,0,73600000,73600000,73600000,0,0.027178884,3,6,2,5
61,0,1,1,1,0,38.825905,55.25,61,2,0
0,0,226,226,226,0,4424.779,9.333333,0,1,1
0,0,246,246,246,0,4065.0408,9.333333,0,1,1
12.533334,14.54975,5444381,680547.6,440,1207220.6,1.7354832,12.375,12.533334,15,1
0,0,842,842,842,0,1996.0079,0,0,2,1
44.666668,72.23111,66679,22226.334,66,45295.14,44.991676,169.57143,44.666668,3,1
0,0,340,340,340,0,2941.1765,9.333333,0,1,1
0,0,246,246,246,0,4065.0408,9.333333,0,1,1
44.666668,72.23111,114721,38240.332,69,79246.164,26.1504,48.714287,44.666668,3,1
0,0,0,0,0,0,19230.77,0,0,1,5
0,0,261,261,261,0,3831.4177,9.333333,0,1,1
0,0,899,449.5,50,0,1112.347,0,0,1,5
88.548386,223.315,9766762,542597.9,327,736866.6,2.7286224,95.06,88.548386,31,1
125,0,0,0,0,0,9.000252,117.5,125,1,0
12.533334,14.54975,6527970,815996.25,4,1345204.5,1.5562344,12,12.533334,15,1
85.78125,220.24059,10700000,532612.3,368,813382.9,2.5382934,89.679245,85.78125,32,1
88.548386,223.315,11500000,573727.75,400,902130.06,2.2353964,91.40385,88.548386,31,1
6,0,0,0,0,0,1000000,9,6,1,1
2320.2,2436.833,100000000,14300000,1,14229.955,0.04987861,897.1539,2320.2,5,3
12.533334,14.54975,6220010,777501.25,3,1319165,1.588354,12.416667,12.533334,15,1
85.78125,220.24059,8807526,440376.3,346,697693.06,2.9599895,89.679245,85.78125,32,1
2,0,572,572,572,0,1748.2517,4,2,1,5
0,0,233,233,233,0,4291.8457,9.333333,0,1,1
83.181816,217.28574,11700000,557244.6,577,878406.5,2.3883173,86.41818,83.181816,33,1
0,0,898,449,4,0,1113.5857,0,0,1,5
6,0,0,0,0,0,14492.754,3,6,1,5
12.533334,14.54975,6384480,798060,3,1344903,1.5510758,12.833333,12.533334,15,1
6,0,0,0,0,0,43478.26,9,6,1,1
0,0,0,0,0,0,50000,0,0,1,2
0,0,5344151,2672075.5,841,0,0.18712047,0,0,1,6
1932.5,1754.8314,785765,392882.5,818,351373.4,7.62824,1290.3334,1932.5,6,5
12.533334,14.54975,6502790,812848.75,291,1352000,1.5472442,11.958333,12.533334,15,1
0,0,219,219,219,0,4566.21,9.333333,0,1,1
85.78125,220.24059,9291213,464560.66,925,675790.7,3.042299,89.679245,85.78125,32,1
0,0,5609141,2804570.5,885,0,0.17828041,0,0,1,2
2900.25,3540.003,80800000,11500000,81,65038.766,0.04944605,971.9167,2900.25,4,3
0,0,1027,513.5,48,0,973.70984,0,0,1,5
